Jenis Kelamin,Umur,Wilayah,Tanggapan,Tanggapan_Final,text_clean,topic_number,topic_id,topic_label,topic_probability
Laki laki,8 sampai 11 tahun,Aceh Tamiang,hampir tenggelam dan hanyut,hampir tenggelam hanyut,hampir tenggelam hanyut,2,1,Ketakutan & Dampak Banjir,0.2895
Laki laki,8 sampai 11 tahun,Aceh Tamiang,berjalan untuk mengecek saudara di kampung sebelah,jalan ecek saudara kampung belah,saudara kampung belah,5,4,Dampak Pendidikan & Tempat Tidur,0.3929
Perempuan,12 sampai 15 tahun,Aceh Tamiang,barang sekolah hancur,barang sekolah hancur,barang sekolah hancur,4,3,Kebersihan & Aktivitas Pemulihan,0.7069
Perempuan,12 sampai 15 tahun,Aceh Tamiang,buku habis,buku habis,buku habis,5,4,Dampak Pendidikan & Tempat Tidur,0.3929
Perempuan,12 sampai 15 tahun,Aceh Tamiang,takut barang sekolah hanyut,takut barang sekolah hanyut,takut barang sekolah hanyut,4,3,Kebersihan & Aktivitas Pemulihan,0.5345
Perempuan,12 sampai 15 tahun,Aceh Tamiang,banyak lumpur,banyak lumpur,lumpur,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Perempuan,12 sampai 15 tahun,Aceh Tamiang,tanaman mati,tanam mati,tanam mati,3,2,Kerusakan Rumah & Bantuan,0.75
Perempuan,12 sampai 15 tahun,Aceh Tamiang,lingkungan kotor dan rusak,lingkung kotor rusak,lingkung kotor rusak,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,12 sampai 15 tahun,Aceh Tamiang,bunga hanyut,bunga hanyut,bunga hanyut,2,1,Ketakutan & Dampak Banjir,0.6111
Perempuan,12 sampai 15 tahun,Aceh Tamiang,ingin cepat surut,cepat surut,surut,2,1,Ketakutan & Dampak Banjir,0.6111
Perempuan,12 sampai 15 tahun,Aceh Tamiang,mengeluh barang hanyut,keluh barang hanyut,keluh barang hanyut,4,3,Kebersihan & Aktivitas Pemulihan,0.6458
Perempuan,12 sampai 15 tahun,Aceh Tamiang,banyak orang kelaparan,banyak orang lapar,orang lapar,1,0,Kehilangan & Trauma Keluarga,0.3929
Perempuan,12 sampai 15 tahun,Aceh Tamiang,banyak lingkungan hancur,banyak lingkung hancur,lingkung hancur,2,1,Ketakutan & Dampak Banjir,0.3938
Perempuan,12 sampai 15 tahun,Aceh Tamiang,makan mie,makan mie,makan mie,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Perempuan,12 sampai 15 tahun,Aceh Tamiang,makan telur,makan telur,makan telur,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Perempuan,12 sampai 15 tahun,Aceh Tamiang,pegel bersihin lumpur,gel bersihin lumpur,bersihin lumpur,2,1,Ketakutan & Dampak Banjir,0.3929
Perempuan,12 sampai 15 tahun,Aceh Tamiang,pegel tidur di anjanganjangan alas kayu,gel tidur anjanganjangan alas kayu,tidur anjanganjangan alas kayu,5,4,Dampak Pendidikan & Tempat Tidur,0.75
Perempuan,12 sampai 15 tahun,Aceh Tamiang,sedih suasana berubah,sedih suasana ubah,sedih suasana ubah,2,1,Ketakutan & Dampak Banjir,0.304
Perempuan,12 sampai 15 tahun,Aceh Tamiang,takur ga selamat,takur ga selamat,takur selamat,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,12 sampai 15 tahun,Aceh Tamiang,bersyukur,syukur,syukur,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,12 sampai 15 tahun,Aceh Tamiang,bosen,bosen,bosen,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,12 sampai 15 tahun,Aceh Tamiang,sakit perut karena makan indomie dan kurang makan,sakit perut makan indomie kurang makan,sakit perut makan indomie kurang makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5028
Perempuan,12 sampai 15 tahun,Aceh Tamiang,sakit perut dan lambung karena mie,sakit perut lambung mie,sakit perut lambung mie,8,7,Keluhan Fisik & Kesehatan,0.7066
Perempuan,12 sampai 15 tahun,Aceh Tamiang,membersihkan lumpur,bersih lumpur,bersih lumpur,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Perempuan,12 sampai 15 tahun,Aceh Tamiang,membersihkan barang,bersih barang,bersih barang,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Perempuan,12 sampai 15 tahun,Aceh Tamiang,nyari makanan ke luar desa,nyari makan luar desa,nyari makan luar desa,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,12 sampai 15 tahun,Aceh Tamiang,ingin air cepat surut,air cepat surut,air surut,2,1,Ketakutan & Dampak Banjir,0.75
Laki laki,12 sampai 15 tahun,Aceh Tamiang,mama kelelahan membersihkan barang,mama lelah bersih barang,mama lelah bersih barang,4,3,Kebersihan & Aktivitas Pemulihan,0.7069
Laki laki,12 sampai 15 tahun,Aceh Tamiang,bantuan,bantu,bantu,3,2,Kerusakan Rumah & Bantuan,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,doa kepada allah agar aman,doa allah aman,doa allah aman,5,4,Dampak Pendidikan & Tempat Tidur,0.75
Laki laki,12 sampai 15 tahun,Aceh Tamiang,banyak barang hilang,banyak barang hilang,barang hilang,1,0,Kehilangan & Trauma Keluarga,0.3929
Laki laki,12 sampai 15 tahun,Aceh Tamiang,pagar hanyut,pagar hanyut,pagar hanyut,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,banyak debu abu,banyak debu abu,debu abu,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,banyak sampah,banyak sampah,sampah,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,banyak lumpur susah berjalan,banyak lumpur susah jalan,lumpur susah,5,4,Dampak Pendidikan & Tempat Tidur,0.3929
Laki laki,12 sampai 15 tahun,Aceh Tamiang,ngeluh lingkungan berdebu,ngeluh lingkung debu,ngeluh lingkung debu,4,3,Kebersihan & Aktivitas Pemulihan,0.4564
Laki laki,12 sampai 15 tahun,Aceh Tamiang,semoga aceh tamiang cepat pulih,moga aceh tamiang cepat pulih,moga aceh tamiang pulih,3,2,Kerusakan Rumah & Bantuan,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,semoga cepat dapat bantuan dari pemerintah,moga cepat bantu perintah,moga bantu perintah,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,12 sampai 15 tahun,Aceh Tamiang,mie,mie,mie,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,sarden,sarden,sarden,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 15 tahun,Aceh Tamiang,roti,roti,roti,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,sering angkat barang,sering angkat barang,angkat barang,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,12 sampai 15 tahun,Aceh Tamiang,pegal,pegal,pegal,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,berharap ada bantuan dari pemerintah,harap bantu perintah,harap bantu perintah,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,12 sampai 15 tahun,Aceh Tamiang,sedih liat orang lain tidak ada makanan,sedih liat orang tidak makan,sedih liat orang makan,5,4,Dampak Pendidikan & Tempat Tidur,0.4427
Laki laki,12 sampai 15 tahun,Aceh Tamiang,khawatir,khawatir,khawatir,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,bersyukur,syukur,syukur,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,muak,muak,muak,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 15 tahun,Aceh Tamiang,lapar,lapar,lapar,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,main lumpur,main lumpur,main lumpur,4,3,Kebersihan & Aktivitas Pemulihan,0.3929
Laki laki,12 sampai 15 tahun,Aceh Tamiang,main bola,main bola,main bola,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,12 sampai 15 tahun,Aceh Tamiang,kena kutu air,kena kutu air,kena kutu air,2,1,Ketakutan & Dampak Banjir,0.8542
Laki laki,12 sampai 15 tahun,Aceh Tamiang,jalan ke kampung lain,jalan kampung,kampung,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Laki laki,12 sampai 15 tahun,Aceh Tamiang,ke kota lintang cari bantuan makanan,kota lintang cari bantu makan,kota lintang cari bantu makan,3,2,Kerusakan Rumah & Bantuan,0.5345
Perempuan,8 sampai 11 tahun,Aceh Utara,pusing sakit kepala,pusing sakit kepala,pusing sakit kepala,8,7,Keluhan Fisik & Kesehatan,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,takut kehilangan ibu,takut hilang ibu,takut hilang ibu,1,0,Kehilangan & Trauma Keluarga,0.8541
Perempuan,8 sampai 11 tahun,Aceh Utara,air naik rumah hancur,air naik rumah hancur,air naik rumah hancur,2,1,Ketakutan & Dampak Banjir,0.5403
Perempuan,8 sampai 11 tahun,Aceh Utara,khawatir rumah rusak,khawatir rumah rusak,khawatir rumah rusak,2,1,Ketakutan & Dampak Banjir,0.8541
Perempuan,8 sampai 11 tahun,Aceh Utara,banjir lagi,banjir,banjir,2,1,Ketakutan & Dampak Banjir,0.6111
Perempuan,8 sampai 11 tahun,Aceh Utara,kepikiran banjir datang lagi,pikir banjir datang,pikir banjir datang,2,1,Ketakutan & Dampak Banjir,0.6531
Perempuan,8 sampai 11 tahun,Aceh Utara,takut air naik,takut air naik,takut air naik,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Aceh Utara,susah tidur,susah tidur,susah tidur,5,4,Dampak Pendidikan & Tempat Tidur,0.75
Perempuan,8 sampai 11 tahun,Aceh Utara,sering ingat kejadian banjir,sering ingat jadi banjir,ingat banjir,2,1,Ketakutan & Dampak Banjir,0.75
Perempuan,8 sampai 11 tahun,Aceh Utara,melihat banyak rumah rusak,lihat banyak rumah rusak,lihat rumah rusak,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Aceh Utara,melihat banjir besar,lihat banjir besar,lihat banjir besar,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Aceh Utara,melihat orang menangis,lihat orang menang,lihat orang menang,2,1,Ketakutan & Dampak Banjir,0.8542
Perempuan,8 sampai 11 tahun,Aceh Utara,sedih melihat kondisi sekitar,sedih lihat kondisi,sedih lihat kondisi,2,1,Ketakutan & Dampak Banjir,0.8542
Perempuan,8 sampai 11 tahun,Aceh Utara,dengar kabar rumah hancur dari orang lain,dengar kabar rumah hancur orang,dengar kabar rumah hancur orang,3,2,Kerusakan Rumah & Bantuan,0.8793
Perempuan,8 sampai 11 tahun,Aceh Utara,dengar suara ramai,dengar suara ramai,dengar suara ramai,3,2,Kerusakan Rumah & Bantuan,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,minum air hujan,minum air hujan,minum air hujan,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,Aceh Utara,susah dapat air bersih,susah air bersih,susah air bersih,4,3,Kebersihan & Aktivitas Pemulihan,0.4502
Perempuan,8 sampai 11 tahun,Aceh Utara,makan seadanya,makan ada,makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Perempuan,8 sampai 11 tahun,Aceh Utara,tidak enak makan,enak makan,enak makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Perempuan,8 sampai 11 tahun,Aceh Utara,badan lemas,badan lemas,badan lemas,8,7,Keluhan Fisik & Kesehatan,0.75
Perempuan,8 sampai 11 tahun,Aceh Utara,badan gemetar,badan gemetar,badan gemetar,8,7,Keluhan Fisik & Kesehatan,0.75
Perempuan,8 sampai 11 tahun,Aceh Utara,merasa tidak nyaman,rasa nyaman,rasa nyaman,1,0,Kehilangan & Trauma Keluarga,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,bingung mau tinggal dimana,bingung mau tinggal,bingung tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,8 sampai 11 tahun,Aceh Utara,tidak ingin sekolah lagi,ingin sekolah,ingin sekolah,5,4,Dampak Pendidikan & Tempat Tidur,0.3929
Perempuan,8 sampai 11 tahun,Aceh Utara,sedih melihat temanteman,sedih lihat temanteman,sedih lihat temanteman,2,1,Ketakutan & Dampak Banjir,0.618
Perempuan,8 sampai 11 tahun,Aceh Utara,takut kalau tidak bisa pulang lagi ke rumah,takut kalau bisa pulang ke rumah,takut pulang rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.6282
Perempuan,8 sampai 11 tahun,Aceh Utara,merasa cemas,rasa cemas,rasa cemas,1,0,Kehilangan & Trauma Keluarga,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,trauma,trauma,trauma,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,8 sampai 11 tahun,Aceh Utara,sakit perut,sakit perut,sakit perut,8,7,Keluhan Fisik & Kesehatan,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,sakit perut berkepanjangan,sakit perut panjang,sakit perut panjang,8,7,Keluhan Fisik & Kesehatan,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,lapar,lapar,lapar,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,8 sampai 11 tahun,Aceh Utara,tidak nafsu makan,nafsu makan,nafsu makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Perempuan,8 sampai 11 tahun,Aceh Utara,sakit pinggang,sakit pinggang,sakit pinggang,8,7,Keluhan Fisik & Kesehatan,0.5517
Perempuan,8 sampai 11 tahun,Aceh Utara,membantu bersihkan rumah,bantu sih rumah,bantu sih rumah,3,2,Kerusakan Rumah & Bantuan,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,ambil barang sekolah,ambil barang sekolah,ambil barang sekolah,4,3,Kebersihan & Aktivitas Pemulihan,0.6458
Perempuan,8 sampai 11 tahun,Aceh Utara,membantu keluarga,bantu keluarga,bantu keluarga,1,0,Kehilangan & Trauma Keluarga,0.3929
Perempuan,8 sampai 11 tahun,Aceh Utara,membersihkan rumah nenek,bersih rumah nenek,bersih rumah nenek,4,3,Kebersihan & Aktivitas Pemulihan,0.8793
Perempuan,8 sampai 11 tahun,Aceh Utara,pergi ke rumah saudara,pergi rumah saudara,pergi rumah saudara,1,0,Kehilangan & Trauma Keluarga,0.2895
Perempuan,8 sampai 11 tahun,Aceh Utara,bantu bersihkan rumah,bantu sih rumah,bantu sih rumah,3,2,Kerusakan Rumah & Bantuan,0.8158
Perempuan,8 sampai 11 tahun,Aceh Utara,jalan jauh,jalan jauh,jauh,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,kepikiran mau tinggal dimana,pikir mau tinggal,pikir tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,pusing abis sekolah ga ada buku,pusing abis sekolah ga buku,pusing abis sekolah buku,5,4,Dampak Pendidikan & Tempat Tidur,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,hilang baju,hilang baju,hilang baju,1,0,Kehilangan & Trauma Keluarga,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,rumah bergeser,rumah geser,rumah geser,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,rumah hancur,rumah hancur,rumah hancur,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,banyak pohon tumbang di jalan,banyak pohon tumbang jalan,pohon tumbang,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,sekolah retak,sekolah retak,sekolah retak,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,banyak yang hilang,banyak hilang,hilang,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,dapur rumahnya hilang,dapur rumah hilang,dapur rumah hilang,4,3,Kebersihan & Aktivitas Pemulihan,0.5526
Laki laki,8 sampai 11 tahun,Aceh Utara,orang nangis,orang nang,orang nang,2,1,Ketakutan & Dampak Banjir,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,suara lembu,suara lembu,suara lembu,6,5,Bencana & Kehilangan Tempat Tinggal,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,dimarahin orang tua,dimarahin orang tua,dimarahin orang tua,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,orang minta bantuan,orang minta bantu,orang minta bantu,3,2,Kerusakan Rumah & Bantuan,0.8542
Laki laki,8 sampai 11 tahun,Aceh Utara,orang minta tolong,orang minta,orang minta,3,2,Kerusakan Rumah & Bantuan,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,kabar naik air lagi,kabar naik air,kabar naik air,2,1,Ketakutan & Dampak Banjir,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,minum air hujan,minum air hujan,minum air hujan,2,1,Ketakutan & Dampak Banjir,0.8793
Laki laki,8 sampai 11 tahun,Aceh Utara,makan mie mentah,makan mie mentah,makan mie mentah,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,hambar,hambar,hambar,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,8 sampai 11 tahun,Aceh Utara,sakit,sakit,sakit,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,angkat baju,angkat baju,angkat baju,7,6,Kebutuhan Makan & Aktivitas Fisik,0.2895
Laki laki,8 sampai 11 tahun,Aceh Utara,degdegan banjir lagi,degdegan banjir,degdegan banjir,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,berdoa,doa,doa,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,takut,takut,takut,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,sedih,sedih,sedih,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,trauma kalau hujan,trauma kalau hujan,trauma hujan,6,5,Bencana & Kehilangan Tempat Tinggal,0.3929
Laki laki,8 sampai 11 tahun,Aceh Utara,hampir muntah,hampir muntah,hampir muntah,8,7,Keluhan Fisik & Kesehatan,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,sakit perut,sakit perut,sakit perut,8,7,Keluhan Fisik & Kesehatan,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,terpaksa makan,paksa makan,paksa makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,lapar,lapar,lapar,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,cari barang,cari barang,cari barang,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,bersihin rumah,bersihin rumah,bersihin rumah,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,jagain adik,jagain adik,jagain adik,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,bersihin baju kotor,bersihin baju kotor,bersihin baju kotor,2,1,Ketakutan & Dampak Banjir,0.5526
Laki laki,8 sampai 11 tahun,Aceh Utara,bersihin sepatu,bersihin sepatu,bersihin sepatu,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,cari alat olahraga,cari alat olahraga,cari alat olahraga,5,4,Dampak Pendidikan & Tempat Tidur,0.75
Laki laki,8 sampai 11 tahun,Aceh Utara,cari barang sekolah,cari barang sekolah,cari barang sekolah,4,3,Kebersihan & Aktivitas Pemulihan,0.8541
Laki laki,8 sampai 11 tahun,Aceh Utara,jalanjalan,jalanjalan,jalanjalan,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,main bola,main bola,main bola,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,8 sampai 11 tahun,Aceh Utara,jalan kaki ke jalan raya,jalan kaki jalan raya,kaki raya,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Laki laki,8 sampai 11 tahun,Aceh Utara,sakit kaki,sakit kaki,sakit kaki,7,6,Kebutuhan Makan & Aktivitas Fisik,0.3959
Perempuan,12 sampai 15 tahun,Aceh Utara,suasana serem,suasana rem,suasana rem,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,banjir luar dugaan,banjir luar duga,banjir luar duga,2,1,Ketakutan & Dampak Banjir,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,tidak menyangka airnya besar,sangka air besar,sangka air besar,2,1,Ketakutan & Dampak Banjir,0.8542
Perempuan,12 sampai 15 tahun,Aceh Utara,lingkungan berubah,lingkung ubah,lingkung ubah,2,1,Ketakutan & Dampak Banjir,0.4125
Perempuan,12 sampai 15 tahun,Aceh Utara,banyak aktivitas terganggu,banyak aktivitas ganggu,aktivitas ganggu,8,7,Keluhan Fisik & Kesehatan,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,tidak ada air bersih,ada air bersih,air bersih,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Perempuan,12 sampai 15 tahun,Aceh Utara,tidak ada kamar mandi,ada kamar mandi,kamar mandi,4,3,Kebersihan & Aktivitas Pemulihan,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,banjirnya tinggi,banjir tinggi,banjir tinggi,2,1,Ketakutan & Dampak Banjir,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,rumah rusak,rumah rusak,rumah rusak,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,12 sampai 15 tahun,Aceh Utara,jalan kotor,jalan kotor,kotor,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,dengar teriakan minta tolong,dengar ria minta,dengar ria minta,3,2,Kerusakan Rumah & Bantuan,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,dengar cerita banjir,dengar cerita banjir,dengar cerita banjir,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,12 sampai 15 tahun,Aceh Utara,dengar teman yang pindah karena banjir,dengar teman pindah banjir,dengar teman pindah banjir,1,0,Kehilangan & Trauma Keluarga,0.5855
Perempuan,12 sampai 15 tahun,Aceh Utara,lapar,lapar,lapar,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,tidak selera makan,selera makan,selera makan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,sakit,sakit,sakit,8,7,Keluhan Fisik & Kesehatan,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,angkat kayu bakar,angkat kayu bakar,angkat kayu bakar,7,6,Kebutuhan Makan & Aktivitas Fisik,0.3929
Perempuan,12 sampai 15 tahun,Aceh Utara,takut tidak pernah lihat banjir sebesar ini,takut pernah lihat banjir besar,takut pernah lihat banjir besar,2,1,Ketakutan & Dampak Banjir,0.782
Perempuan,12 sampai 15 tahun,Aceh Utara,masih takut lihat banjir,takut lihat banjir,takut lihat banjir,2,1,Ketakutan & Dampak Banjir,0.8542
Perempuan,12 sampai 15 tahun,Aceh Utara,sedih tidak pernah mengalami sebelumnya,sedih pernah alami belum,sedih pernah alami,8,7,Keluhan Fisik & Kesehatan,0.5526
Perempuan,12 sampai 15 tahun,Aceh Utara,gelisah waktu hujan,gelisah waktu hujan,gelisah hujan,2,1,Ketakutan & Dampak Banjir,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,takut banjir lagi,takut banjir,takut banjir,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,12 sampai 15 tahun,Aceh Utara,bosan tapi bersyukur,bosan syukur,bosan syukur,6,5,Bencana & Kehilangan Tempat Tinggal,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,bersihbersih,bersihbersih,bersihbersih,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,cuci baju,cuci baju,cuci baju,4,3,Kebersihan & Aktivitas Pemulihan,0.75
Perempuan,12 sampai 15 tahun,Aceh Utara,cepat bersih,cepat bersih,bersih,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,sakit karena bersihbersih,sakit bersihbersih,sakit bersihbersih,4,3,Kebersihan & Aktivitas Pemulihan,0.3929
Perempuan,12 sampai 15 tahun,Aceh Utara,jalan jauh,jalan jauh,jauh,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,tidak ada kendaraan,ada kendara,kendara,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Perempuan,12 sampai 15 tahun,Aceh Utara,kaki sakit,kaki sakit,kaki sakit,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5582
Perempuan,12 sampai 15 tahun,Aceh Utara,tidak ada sendal,ada sendal,sendal,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 15 tahun,Aceh Utara,hewan ternak habis,hewan ternak habis,hewan ternak habis,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,12 sampai 15 tahun,Aceh Utara,mikir orangtua mati ke bawa arus banjir,mikir orangtua mati bawa arus banjir,mikir orangtua mati bawa arus banjir,3,2,Kerusakan Rumah & Bantuan,0.7779
